time,load_shortfall_3h
2018-01-08 15:00:00,12956.831
2018-01-08 18:00:00,13192.534
2018-01-08 21:00:00,17267.46
2018-01-09 00:00:00,16160.317
2018-01-09 03:00:00,7931.4824
2018-01-09 06:00:00,6317.823
2018-01-09 09:00:00,14186.875
2018-01-09 12:00:00,16063.703
2018-01-09 15:00:00,14962.272
2018-01-09 18:00:00,15772.067
2018-01-09 21:00:00,16999.51
2018-01-10 00:00:00,17327.855
2018-01-10 03:00:00,11091.355
2018-01-10 06:00:00,4743.6123
2018-01-10 09:00:00,12841.446
2018-01-10 12:00:00,12874.735
2018-01-10 15:00:00,13025.189
2018-01-10 18:00:00,15693.39
2018-01-10 21:00:00,14457.512
2018-01-11 00:00:00,12136.291
2018-01-11 03:00:00,9745.412
2018-01-11 06:00:00,8725.149
2018-01-11 09:00:00,12788.868
2018-01-11 12:00:00,12508.723
2018-01-11 15:00:00,13274.0
2018-01-11 18:00:00,10258.003
2018-01-11 21:00:00,12475.951
2018-01-12 00:00:00,15062.452
2018-01-12 03:00:00,9597.411
2018-01-12 06:00:00,8503.058
2018-01-12 09:00:00,13252.549
2018-01-12 12:00:00,18104.152
2018-01-12 15:00:00,16941.162
2018-01-12 18:00:00,16490.488
2018-01-12 21:00:00,20468.926
2018-01-13 00:00:00,15951.548
2018-01-13 03:00:00,5504.9136
2018-01-13 06:00:00,3728.255
2018-01-13 09:00:00,8202.39
2018-01-13 12:00:00,12322.352
2018-01-13 15:00:00,13878.195
2018-01-13 18:00:00,11237.549
2018-01-13 21:00:00,11154.598
2018-01-14 00:00:00,11678.558
2018-01-14 03:00:00,6771.5845
2018-01-14 06:00:00,4882.676
2018-01-14 09:00:00,12342.456
2018-01-14 12:00:00,14275.293
2018-01-14 15:00:00,11637.692
2018-01-14 18:00:00,11907.124
2018-01-14 21:00:00,13522.452
2018-01-15 00:00:00,13390.384
2018-01-15 03:00:00,7253.253
2018-01-15 06:00:00,5867.246
2018-01-15 09:00:00,11156.458
2018-01-15 12:00:00,13342.215
2018-01-15 15:00:00,6944.9443
2018-01-15 18:00:00,8937.486
2018-01-15 21:00:00,11410.474
2018-01-16 00:00:00,10433.414
2018-01-16 03:00:00,3805.3262
2018-01-16 06:00:00,1288.3628
2018-01-16 09:00:00,8362.475
2018-01-16 12:00:00,10272.176
2018-01-16 15:00:00,10602.472
2018-01-16 18:00:00,9953.067
2018-01-16 21:00:00,11406.522
2018-01-17 00:00:00,11576.792
2018-01-17 03:00:00,1487.4441
2018-01-17 06:00:00,2328.9387
2018-01-17 09:00:00,10891.797
2018-01-17 12:00:00,9578.442
2018-01-17 15:00:00,6026.6367
2018-01-17 18:00:00,5525.913
2018-01-17 21:00:00,11450.704
2018-01-18 00:00:00,11737.456
2018-01-18 03:00:00,5880.19
2018-01-18 06:00:00,4622.005
2018-01-18 09:00:00,7644.7363
2018-01-18 12:00:00,10963.743
2018-01-18 15:00:00,10327.464
2018-01-18 18:00:00,11239.249
2018-01-18 21:00:00,13068.279
2018-01-19 00:00:00,13941.325
2018-01-19 03:00:00,7555.739
2018-01-19 06:00:00,8208.766
2018-01-19 09:00:00,10039.98
2018-01-19 12:00:00,13004.1455
2018-01-19 15:00:00,10554.467
2018-01-19 18:00:00,8117.015
2018-01-19 21:00:00,15996.8125
2018-01-20 00:00:00,15182.864
2018-01-20 03:00:00,8296.197
2018-01-20 06:00:00,6985.5537
2018-01-20 09:00:00,7012.7373
2018-01-20 12:00:00,7481.2954
2018-01-20 15:00:00,9308.867
2018-01-20 18:00:00,8866.921
2018-01-20 21:00:00,7732.179
2018-01-21 00:00:00,9528.396
2018-01-21 03:00:00,1909.6436
2018-01-21 06:00:00,3253.1375
2018-01-21 09:00:00,8863.019
2018-01-21 12:00:00,9264.922
2018-01-21 15:00:00,7429.8765
2018-01-21 18:00:00,6374.189
2018-01-21 21:00:00,11117.17
2018-01-22 00:00:00,12590.397
2018-01-22 03:00:00,8274.487
2018-01-22 06:00:00,5360.1636
2018-01-22 09:00:00,10164.316
2018-01-22 12:00:00,8517.585
2018-01-22 15:00:00,7844.549
2018-01-22 18:00:00,8569.406
2018-01-22 21:00:00,17842.486
2018-01-23 00:00:00,13060.723
2018-01-23 03:00:00,5966.514
2018-01-23 06:00:00,8024.0737
2018-01-23 09:00:00,12082.953
2018-01-23 12:00:00,14108.041
2018-01-23 15:00:00,10020.233
2018-01-23 18:00:00,12380.257
2018-01-23 21:00:00,15140.888
2018-01-24 00:00:00,13890.658
2018-01-24 03:00:00,7890.453
2018-01-24 06:00:00,3676.1736
2018-01-24 09:00:00,11114.001
2018-01-24 12:00:00,11835.946
2018-01-24 15:00:00,8683.276
2018-01-24 18:00:00,8841.571
2018-01-24 21:00:00,13652.857
2018-01-25 00:00:00,13635.968
2018-01-25 03:00:00,5784.3467
2018-01-25 06:00:00,7033.128
2018-01-25 09:00:00,12444.908
2018-01-25 12:00:00,10894.746
2018-01-25 15:00:00,11700.599
2018-01-25 18:00:00,11507.25
2018-01-25 21:00:00,13111.429
2018-01-26 00:00:00,10972.174
2018-01-26 03:00:00,4488.5513
2018-01-26 06:00:00,3244.7373
2018-01-26 09:00:00,5168.6064
2018-01-26 12:00:00,10623.744
2018-01-26 15:00:00,4876.456
2018-01-26 18:00:00,9619.315
2018-01-26 21:00:00,8907.677
2018-01-27 00:00:00,10491.559
2018-01-27 03:00:00,5178.145
2018-01-27 06:00:00,930.1328
2018-01-27 09:00:00,6362.2847
2018-01-27 12:00:00,8907.524
2018-01-27 15:00:00,9312.686
2018-01-27 18:00:00,7701.415
2018-01-27 21:00:00,13581.949
2018-01-28 00:00:00,15528.748
2018-01-28 03:00:00,11295.648
2018-01-28 06:00:00,6079.288
2018-01-28 09:00:00,9867.351
2018-01-28 12:00:00,9386.496
2018-01-28 15:00:00,11076.522
2018-01-28 18:00:00,10696.92
2018-01-28 21:00:00,13486.072
2018-01-29 00:00:00,16300.073
2018-01-29 03:00:00,8922.637
2018-01-29 06:00:00,6124.897
2018-01-29 09:00:00,9974.7
2018-01-29 12:00:00,9223.55
2018-01-29 15:00:00,9354.6
2018-01-29 18:00:00,9163.71
2018-01-29 21:00:00,11655.797
2018-01-30 00:00:00,13192.707
2018-01-30 03:00:00,9379.859
2018-01-30 06:00:00,5351.9097
2018-01-30 09:00:00,8804.356
2018-01-30 12:00:00,10311.306
2018-01-30 15:00:00,10045.477
2018-01-30 18:00:00,9571.551
2018-01-30 21:00:00,12852.406
2018-01-31 00:00:00,11358.709
2018-01-31 03:00:00,6043.001
2018-01-31 06:00:00,3574.075
2018-01-31 09:00:00,6443.5576
2018-01-31 12:00:00,12377.161
2018-01-31 15:00:00,9576.11
2018-01-31 18:00:00,9408.787
2018-01-31 21:00:00,10753.163
2018-02-01 00:00:00,11912.294
2018-02-01 03:00:00,2611.7852
2018-02-01 06:00:00,225.2434
2018-02-01 09:00:00,4363.6265
2018-02-01 12:00:00,7603.158
2018-02-01 15:00:00,4295.635
2018-02-01 18:00:00,7164.6934
2018-02-01 21:00:00,11776.8955
2018-02-02 00:00:00,11679.682
2018-02-02 03:00:00,5540.7207
2018-02-02 06:00:00,4170.015
2018-02-02 09:00:00,7295.7
2018-02-02 12:00:00,9760.874
2018-02-02 15:00:00,9926.602
2018-02-02 18:00:00,9311.376
2018-02-02 21:00:00,6784.8374
2018-02-03 00:00:00,7834.481
2018-02-03 03:00:00,2986.9253
2018-02-03 06:00:00,2799.4658
2018-02-03 09:00:00,3937.9546
2018-02-03 12:00:00,4832.5986
2018-02-03 15:00:00,5562.4585
2018-02-03 18:00:00,6098.3745
2018-02-03 21:00:00,6468.825
2018-02-04 00:00:00,7824.5137
2018-02-04 03:00:00,4353.537
2018-02-04 06:00:00,2870.9011
2018-02-04 09:00:00,10395.249
2018-02-04 12:00:00,10292.859
2018-02-04 15:00:00,7983.936
2018-02-04 18:00:00,9707.037
2018-02-04 21:00:00,8523.167
2018-02-05 00:00:00,10352.908
2018-02-05 03:00:00,6302.2676
2018-02-05 06:00:00,4943.1865
2018-02-05 09:00:00,9422.147
2018-02-05 12:00:00,10946.7705
2018-02-05 15:00:00,11729.092
2018-02-05 18:00:00,10895.516
2018-02-05 21:00:00,10283.226
2018-02-06 00:00:00,15426.71
2018-02-06 03:00:00,12210.647
2018-02-06 06:00:00,9769.706
2018-02-06 09:00:00,13480.939
2018-02-06 12:00:00,14471.014
2018-02-06 15:00:00,14034.259
2018-02-06 18:00:00,13777.656
2018-02-06 21:00:00,12124.872
2018-02-07 00:00:00,13596.6875
2018-02-07 03:00:00,12145.387
2018-02-07 06:00:00,10673.195
2018-02-07 09:00:00,11390.714
2018-02-07 12:00:00,11938.804
2018-02-07 15:00:00,14320.57
2018-02-07 18:00:00,12599.842
2018-02-07 21:00:00,10193.834
2018-02-08 00:00:00,14068.104
2018-02-08 03:00:00,11926.912
2018-02-08 06:00:00,8972.68
2018-02-08 09:00:00,14511.537
2018-02-08 12:00:00,13841.651
2018-02-08 15:00:00,13700.307
2018-02-08 18:00:00,11733.79
2018-02-08 21:00:00,12341.118
2018-02-09 00:00:00,14404.35
2018-02-09 03:00:00,10167.153
2018-02-09 06:00:00,8719.846
2018-02-09 09:00:00,14092.501
2018-02-09 12:00:00,11665.721
2018-02-09 15:00:00,13181.2705
2018-02-09 18:00:00,15140.777
2018-02-09 21:00:00,14974.368
2018-02-10 00:00:00,14970.89
2018-02-10 03:00:00,10656.08
2018-02-10 06:00:00,9999.207
2018-02-10 09:00:00,12876.512
2018-02-10 12:00:00,14484.782
2018-02-10 15:00:00,10013.668
2018-02-10 18:00:00,11192.766
2018-02-10 21:00:00,10616.802
2018-02-11 00:00:00,12292.964
2018-02-11 03:00:00,8776.059
2018-02-11 06:00:00,5781.302
2018-02-11 09:00:00,13027.624
2018-02-11 12:00:00,12553.497
2018-02-11 15:00:00,12908.155
2018-02-11 18:00:00,12138.9795
2018-02-11 21:00:00,14211.762
2018-02-12 00:00:00,14206.361
2018-02-12 03:00:00,10756.479
2018-02-12 06:00:00,8648.943
2018-02-12 09:00:00,16241.19
2018-02-12 12:00:00,18158.957
2018-02-12 15:00:00,13580.83
2018-02-12 18:00:00,13919.642
2018-02-12 21:00:00,13764.396
2018-02-13 00:00:00,12757.972
2018-02-13 03:00:00,6070.3657
2018-02-13 06:00:00,5544.469
2018-02-13 09:00:00,9640.276
2018-02-13 12:00:00,6684.9146
2018-02-13 15:00:00,4951.714
2018-02-13 18:00:00,3055.2874
2018-02-13 21:00:00,-1035.3812
2018-02-14 00:00:00,6927.5376
2018-02-14 03:00:00,2622.7332
2018-02-14 06:00:00,1228.4805
2018-02-14 09:00:00,3860.047
2018-02-14 12:00:00,6486.7515
2018-02-14 15:00:00,7238.7983
2018-02-14 18:00:00,6845.871
2018-02-14 21:00:00,9408.391
2018-02-15 00:00:00,10440.492
2018-02-15 03:00:00,6425.154
2018-02-15 06:00:00,3666.4236
2018-02-15 09:00:00,11295.83
2018-02-15 12:00:00,11595.263
2018-02-15 15:00:00,8970.679
2018-02-15 18:00:00,10302.655
2018-02-15 21:00:00,15083.88
2018-02-16 00:00:00,10901.126
2018-02-16 03:00:00,7850.883
2018-02-16 06:00:00,6942.9478
2018-02-16 09:00:00,11280.135
2018-02-16 12:00:00,12935.3125
2018-02-16 15:00:00,10154.247
2018-02-16 18:00:00,8534.69
2018-02-16 21:00:00,10107.753
2018-02-17 00:00:00,9697.568
2018-02-17 03:00:00,3011.1787
2018-02-17 06:00:00,6626.9453
2018-02-17 09:00:00,11231.451
2018-02-17 12:00:00,9723.796
2018-02-17 15:00:00,8375.063
2018-02-17 18:00:00,9388.46
2018-02-17 21:00:00,13946.9
2018-02-18 00:00:00,13799.35
2018-02-18 03:00:00,7874.1265
2018-02-18 06:00:00,9473.423
2018-02-18 09:00:00,10031.665
2018-02-18 12:00:00,11529.227
2018-02-18 15:00:00,11031.126
2018-02-18 18:00:00,10063.437
2018-02-18 21:00:00,8872.575
2018-02-19 00:00:00,10438.279
2018-02-19 03:00:00,4966.6714
2018-02-19 06:00:00,1069.8715
2018-02-19 09:00:00,7719.852
2018-02-19 12:00:00,8952.727
2018-02-19 15:00:00,9219.863
2018-02-19 18:00:00,8125.959
2018-02-19 21:00:00,4694.8843
2018-02-20 00:00:00,3997.7168
2018-02-20 03:00:00,152.30467
2018-02-20 06:00:00,2248.8079
2018-02-20 09:00:00,7776.4795
2018-02-20 12:00:00,8421.108
2018-02-20 15:00:00,6434.4336
2018-02-20 18:00:00,1190.7357
2018-02-20 21:00:00,2242.5479
2018-02-21 00:00:00,826.56085
2018-02-21 03:00:00,-433.15506
2018-02-21 06:00:00,-167.33559
2018-02-21 09:00:00,2853.078
2018-02-21 12:00:00,3875.464
2018-02-21 15:00:00,7250.057
2018-02-21 18:00:00,8877.642
2018-02-21 21:00:00,14114.707
2018-02-22 00:00:00,14113.964
2018-02-22 03:00:00,5321.495
2018-02-22 06:00:00,5277.351
2018-02-22 09:00:00,9534.203
2018-02-22 12:00:00,11845.781
2018-02-22 15:00:00,8970.908
2018-02-22 18:00:00,9154.386
2018-02-22 21:00:00,14334.897
2018-02-23 00:00:00,6621.8975
2018-02-23 03:00:00,6159.3257
2018-02-23 06:00:00,5703.46
2018-02-23 09:00:00,10924.395
2018-02-23 12:00:00,9959.331
2018-02-23 15:00:00,10217.139
2018-02-23 18:00:00,10191.5205
2018-02-23 21:00:00,8469.163
2018-02-24 00:00:00,10919.85
2018-02-24 03:00:00,7483.9395
2018-02-24 06:00:00,6878.686
2018-02-24 09:00:00,10378.66
2018-02-24 12:00:00,10211.035
2018-02-24 15:00:00,10187.616
2018-02-24 18:00:00,9014.336
2018-02-24 21:00:00,12471.5625
2018-02-25 00:00:00,13760.291
2018-02-25 03:00:00,6834.1836
2018-02-25 06:00:00,7117.759
2018-02-25 09:00:00,14207.626
2018-02-25 12:00:00,11320.963
2018-02-25 15:00:00,9458.965
2018-02-25 18:00:00,8042.586
2018-02-25 21:00:00,10310.327
2018-02-26 00:00:00,11187.618
2018-02-26 03:00:00,6828.2544
2018-02-26 06:00:00,8710.472
2018-02-26 09:00:00,10899.331
2018-02-26 12:00:00,7797.042
2018-02-26 15:00:00,10996.303
2018-02-26 18:00:00,8526.65
2018-02-26 21:00:00,13234.518
2018-02-27 00:00:00,12061.884
2018-02-27 03:00:00,5339.016
2018-02-27 06:00:00,4739.77
2018-02-27 09:00:00,9227.11
2018-02-27 12:00:00,13530.652
2018-02-27 15:00:00,9557.638
2018-02-27 18:00:00,10060.755
2018-02-27 21:00:00,12524.063
2018-02-28 00:00:00,5191.1064
2018-02-28 03:00:00,3276.97
2018-02-28 06:00:00,957.7703
2018-02-28 09:00:00,2544.6223
2018-02-28 12:00:00,9037.823
2018-02-28 15:00:00,3461.5388
2018-02-28 18:00:00,5169.197
2018-02-28 21:00:00,6624.529
2018-03-01 00:00:00,10586.835
2018-03-01 03:00:00,-659.1912
2018-03-01 06:00:00,-39.350605
2018-03-01 09:00:00,5852.83
2018-03-01 12:00:00,6015.4277
2018-03-01 15:00:00,4957.947
2018-03-01 18:00:00,3711.5332
2018-03-01 21:00:00,5353.6675
2018-03-02 00:00:00,8256.175
2018-03-02 03:00:00,2807.009
2018-03-02 06:00:00,2264.1655
2018-03-02 09:00:00,7831.568
2018-03-02 12:00:00,8647.087
2018-03-02 15:00:00,7561.204
2018-03-02 18:00:00,8997.796
2018-03-02 21:00:00,8731.897
2018-03-03 00:00:00,6462.0107
2018-03-03 03:00:00,1201.4692
2018-03-03 06:00:00,-139.32466
2018-03-03 09:00:00,3608.312
2018-03-03 12:00:00,2230.1853
2018-03-03 15:00:00,2818.2432
2018-03-03 18:00:00,6495.518
2018-03-03 21:00:00,7153.467
2018-03-04 00:00:00,9506.522
2018-03-04 03:00:00,4578.0723
2018-03-04 06:00:00,2751.4175
2018-03-04 09:00:00,5502.337
2018-03-04 12:00:00,3670.9214
2018-03-04 15:00:00,102.45635
2018-03-04 18:00:00,2515.097
2018-03-04 21:00:00,6908.9956
2018-03-05 00:00:00,11326.825
2018-03-05 03:00:00,6302.2563
2018-03-05 06:00:00,1896.7743
2018-03-05 09:00:00,5097.025
2018-03-05 12:00:00,5441.189
2018-03-05 15:00:00,7544.0513
2018-03-05 18:00:00,8899.087
2018-03-05 21:00:00,8820.624
2018-03-06 00:00:00,13329.982
2018-03-06 03:00:00,10074.29
2018-03-06 06:00:00,9109.987
2018-03-06 09:00:00,11492.539
2018-03-06 12:00:00,9934.158
2018-03-06 15:00:00,10479.558
2018-03-06 18:00:00,10537.387
2018-03-06 21:00:00,9901.896
2018-03-07 00:00:00,13683.433
2018-03-07 03:00:00,9554.679
2018-03-07 06:00:00,8682.159
2018-03-07 09:00:00,10673.933
2018-03-07 12:00:00,8782.218
2018-03-07 15:00:00,8895.759
2018-03-07 18:00:00,7391.989
2018-03-07 21:00:00,10710.613
2018-03-08 00:00:00,13007.671
2018-03-08 03:00:00,7762.505
2018-03-08 06:00:00,3746.6592
2018-03-08 09:00:00,9407.343
2018-03-08 12:00:00,14267.827
2018-03-08 15:00:00,8791.89
2018-03-08 18:00:00,10854.272
2018-03-08 21:00:00,16158.823
2018-03-09 00:00:00,13929.888
2018-03-09 03:00:00,8985.849
2018-03-09 06:00:00,4988.3394
2018-03-09 09:00:00,11937.052
2018-03-09 12:00:00,14057.458
2018-03-09 15:00:00,11486.909
2018-03-09 18:00:00,12320.822
2018-03-09 21:00:00,14225.017
2018-03-10 00:00:00,13898.375
2018-03-10 03:00:00,10898.202
2018-03-10 06:00:00,9482.493
2018-03-10 09:00:00,10420.508
2018-03-10 12:00:00,11166.534
2018-03-10 15:00:00,9593.693
2018-03-10 18:00:00,10327.263
2018-03-10 21:00:00,14693.717
2018-03-11 00:00:00,13523.561
2018-03-11 03:00:00,11276.024
2018-03-11 06:00:00,6160.718
2018-03-11 09:00:00,10167.9375
2018-03-11 12:00:00,9598.319
2018-03-11 15:00:00,10435.718
2018-03-11 18:00:00,8955.796
2018-03-11 21:00:00,11357.959
2018-03-12 00:00:00,12255.331
2018-03-12 03:00:00,10868.03
2018-03-12 06:00:00,9084.882
2018-03-12 09:00:00,12974.849
2018-03-12 12:00:00,12953.963
2018-03-12 15:00:00,12564.854
2018-03-12 18:00:00,12245.224
2018-03-12 21:00:00,16406.514
2018-03-13 00:00:00,11953.621
2018-03-13 03:00:00,7160.7593
2018-03-13 06:00:00,5973.472
2018-03-13 09:00:00,8715.525
2018-03-13 12:00:00,4247.1353
2018-03-13 15:00:00,4016.9229
2018-03-13 18:00:00,5124.4575
2018-03-13 21:00:00,12140.374
2018-03-14 00:00:00,9434.761
2018-03-14 03:00:00,4589.119
2018-03-14 06:00:00,3345.4211
2018-03-14 09:00:00,6314.4673
2018-03-14 12:00:00,3723.381
2018-03-14 15:00:00,3196.6829
2018-03-14 18:00:00,4449.7236
2018-03-14 21:00:00,5010.4116
2018-03-15 00:00:00,4498.8135
2018-03-15 03:00:00,-1319.3933
2018-03-15 06:00:00,-1476.3103
2018-03-15 09:00:00,2180.724
2018-03-15 12:00:00,3008.8523
2018-03-15 15:00:00,2344.3826
2018-03-15 18:00:00,1130.0555
2018-03-15 21:00:00,3984.109
2018-03-16 00:00:00,1729.1908
2018-03-16 03:00:00,3752.649
2018-03-16 06:00:00,2707.0383
2018-03-16 09:00:00,3513.8418
2018-03-16 12:00:00,4229.4307
2018-03-16 15:00:00,1035.0275
2018-03-16 18:00:00,697.30914
2018-03-16 21:00:00,4585.8096
2018-03-17 00:00:00,4033.9392
2018-03-17 03:00:00,2201.8176
2018-03-17 06:00:00,1479.9243
2018-03-17 09:00:00,5122.1265
2018-03-17 12:00:00,7658.4697
2018-03-17 15:00:00,4576.825
2018-03-17 18:00:00,3406.0654
2018-03-17 21:00:00,6214.8086
2018-03-18 00:00:00,7899.4946
2018-03-18 03:00:00,1047.2437
2018-03-18 06:00:00,1970.6504
2018-03-18 09:00:00,4979.6816
2018-03-18 12:00:00,779.2161
2018-03-18 15:00:00,151.4449
2018-03-18 18:00:00,-647.39624
2018-03-18 21:00:00,2557.2917
2018-03-19 00:00:00,5495.971
2018-03-19 03:00:00,3065.3972
2018-03-19 06:00:00,3939.3777
2018-03-19 09:00:00,3823.518
2018-03-19 12:00:00,7627.8833
2018-03-19 15:00:00,7200.8306
2018-03-19 18:00:00,7364.8457
2018-03-19 21:00:00,8428.81
2018-03-20 00:00:00,3803.6592
2018-03-20 03:00:00,6527.1704
2018-03-20 06:00:00,-2081.4458
2018-03-20 09:00:00,1523.6462
2018-03-20 12:00:00,8420.802
2018-03-20 15:00:00,4057.3813
2018-03-20 18:00:00,4346.3813
2018-03-20 21:00:00,3004.2139
2018-03-21 00:00:00,3976.048
2018-03-21 03:00:00,-5.3631363
2018-03-21 06:00:00,2827.5527
2018-03-21 09:00:00,8429.897
2018-03-21 12:00:00,4491.355
2018-03-21 15:00:00,-1499.3495
2018-03-21 18:00:00,5332.354
2018-03-21 21:00:00,3662.4712
2018-03-22 00:00:00,5209.299
2018-03-22 03:00:00,2050.871
2018-03-22 06:00:00,895.7148
2018-03-22 09:00:00,7029.6514
2018-03-22 12:00:00,8346.367
2018-03-22 15:00:00,7311.305
2018-03-22 18:00:00,3687.567
2018-03-22 21:00:00,8635.259
2018-03-23 00:00:00,9712.486
2018-03-23 03:00:00,8532.767
2018-03-23 06:00:00,3880.5286
2018-03-23 09:00:00,4360.3833
2018-03-23 12:00:00,2134.0007
2018-03-23 15:00:00,5437.3857
2018-03-23 18:00:00,2472.8218
2018-03-23 21:00:00,5564.218
2018-03-24 00:00:00,6332.5215
2018-03-24 03:00:00,952.5844
2018-03-24 06:00:00,-2583.5864
2018-03-24 09:00:00,1221.5681
2018-03-24 12:00:00,2243.3032
2018-03-24 15:00:00,2602.432
2018-03-24 18:00:00,1025.7759
2018-03-24 21:00:00,2412.599
2018-03-25 00:00:00,5423.2866
2018-03-25 03:00:00,-1133.9329
2018-03-25 06:00:00,865.3581
2018-03-25 09:00:00,3952.3408
2018-03-25 12:00:00,10581.88
2018-03-25 15:00:00,5400.6836
2018-03-25 18:00:00,6616.6626
2018-03-25 21:00:00,5744.911
2018-03-26 00:00:00,9110.74
2018-03-26 03:00:00,2668.567
2018-03-26 06:00:00,634.1332
2018-03-26 09:00:00,4302.3276
2018-03-26 12:00:00,6562.7656
2018-03-26 15:00:00,3844.5137
2018-03-26 18:00:00,3837.8496
2018-03-26 21:00:00,5412.029
2018-03-27 00:00:00,6807.0674
2018-03-27 03:00:00,6087.734
2018-03-27 06:00:00,1639.0066
2018-03-27 09:00:00,4174.3066
2018-03-27 12:00:00,6962.102
2018-03-27 15:00:00,6881.685
2018-03-27 18:00:00,3650.4626
2018-03-27 21:00:00,6888.046
2018-03-28 00:00:00,10482.499
2018-03-28 03:00:00,5839.5684
2018-03-28 06:00:00,4488.528
2018-03-28 09:00:00,7478.4116
2018-03-28 12:00:00,6236.8667
2018-03-28 15:00:00,4425.65
2018-03-28 18:00:00,-1441.2672
2018-03-28 21:00:00,1033.9628
2018-03-29 00:00:00,2720.1248
2018-03-29 03:00:00,3745.5452
2018-03-29 06:00:00,612.3828
2018-03-29 09:00:00,4795.1895
2018-03-29 12:00:00,4804.236
2018-03-29 15:00:00,3675.197
2018-03-29 18:00:00,-130.20253
2018-03-29 21:00:00,5666.6475
2018-03-30 00:00:00,1256.106
2018-03-30 03:00:00,-2605.332
2018-03-30 06:00:00,-3886.573
2018-03-30 09:00:00,-573.05524
2018-03-30 12:00:00,2012.2462
2018-03-30 15:00:00,1718.2704
2018-03-30 18:00:00,-403.67685
2018-03-30 21:00:00,41.62005
2018-03-31 00:00:00,525.8226
2018-03-31 03:00:00,-1914.1118
2018-03-31 06:00:00,-3378.5654
2018-03-31 09:00:00,-1422.5736
2018-03-31 12:00:00,3051.0679
2018-03-31 15:00:00,1217.0656
2018-03-31 18:00:00,-2034.8611
2018-03-31 21:00:00,2461.9553
2018-04-01 00:00:00,8448.175
2018-04-01 03:00:00,-55.226444
2018-04-01 06:00:00,-787.93207
2018-04-01 09:00:00,5308.241
2018-04-01 12:00:00,6606.7314
2018-04-01 15:00:00,5783.2495
2018-04-01 18:00:00,7917.4824
2018-04-01 21:00:00,7029.4033
2018-04-02 00:00:00,8574.903
2018-04-02 03:00:00,3966.1565
2018-04-02 06:00:00,3760.5947
2018-04-02 09:00:00,8379.325
2018-04-02 12:00:00,8997.479
2018-04-02 15:00:00,6101.7173
2018-04-02 18:00:00,6201.1177
2018-04-02 21:00:00,8993.103
2018-04-03 00:00:00,12286.384
2018-04-03 03:00:00,1888.641
2018-04-03 06:00:00,1162.436
2018-04-03 09:00:00,5313.219
2018-04-03 12:00:00,3775.4639
2018-04-03 15:00:00,-1130.4937
2018-04-03 18:00:00,-1952.976
2018-04-03 21:00:00,3954.3025
2018-04-04 00:00:00,6187.4087
2018-04-04 03:00:00,1273.7618
2018-04-04 06:00:00,-23.794394
2018-04-04 09:00:00,5493.4526
2018-04-04 12:00:00,3203.4663
2018-04-04 15:00:00,5231.1895
2018-04-04 18:00:00,4060.7605
2018-04-04 21:00:00,5306.617
2018-04-05 00:00:00,6579.7515
2018-04-05 03:00:00,2957.0942
2018-04-05 06:00:00,1796.821
2018-04-05 09:00:00,6347.153
2018-04-05 12:00:00,5768.2344
2018-04-05 15:00:00,6164.5347
2018-04-05 18:00:00,7218.5195
2018-04-05 21:00:00,5247.545
2018-04-06 00:00:00,10788.246
